,Dates,Cases,Deaths,Active Cases,Daily Cases,Daily Deaths,CFR,Cases growth rate,Deaths growth rate
0,Feb 15,0,0,0,0,0,0.0,0.0,0.0
1,Feb 16,0,0,0,0,0,0.0,0.0,0.0
2,Feb 17,0,0,0,0,0,0.0,0.0,0.0
3,Feb 18,0,0,0,0,0,0.0,0.0,0.0
4,Feb 19,0,0,0,0,0,0.0,0.0,0.0
5,Feb 20,0,0,0,0,0,0.0,0.0,0.0
6,Feb 21,0,0,0,0,0,0.0,0.0,0.0
7,Feb 22,0,0,0,0,0,0.0,0.0,0.0
8,Feb 23,0,0,0,0,0,0.0,0.0,0.0
9,Feb 24,0,0,0,0,0,0.0,0.0,0.0
10,Feb 25,0,0,0,0,0,0.0,0.0,0.0
11,Feb 26,0,0,0,0,0,0.0,0.0,0.0
12,Feb 27,0,0,0,0,0,0.0,0.0,0.0
13,Feb 28,0,0,0,0,0,0.0,0.0,0.0
14,Feb 29,0,0,0,0,0,0.0,0.0,0.0
15,Mar 01,0,0,0,0,0,0.0,0.0,0.0
16,Mar 02,0,0,0,0,0,0.0,0.0,0.0
17,Mar 03,0,0,0,0,0,0.0,0.0,0.0
18,Mar 04,0,0,0,0,0,0.0,0.0,0.0
19,Mar 05,0,0,0,0,0,0.0,0.0,0.0
20,Mar 06,0,0,0,0,0,0.0,0.0,0.0
21,Mar 07,0,0,0,0,0,0.0,0.0,0.0
22,Mar 08,0,0,0,0,0,0.0,0.0,0.0
23,Mar 09,0,0,0,0,0,0.0,0.0,0.0
24,Mar 10,0,0,0,0,0,0.0,0.0,0.0
25,Mar 11,0,0,0,0,0,0.0,0.0,0.0
26,Mar 12,0,0,0,0,0,0.0,0.0,0.0
27,Mar 13,1,0,1,1,0,0.0,0.0,0.0
28,Mar 14,1,0,1,0,0,0.0,1.0,0.0
29,Mar 15,1,0,1,0,0,0.0,1.0,0.0
30,Mar 16,1,0,1,0,0,0.0,1.0,0.0
31,Mar 17,1,0,1,0,0,0.0,1.0,0.0
32,Mar 18,1,0,1,0,0,0.0,1.0,0.0
33,Mar 19,1,0,1,0,0,0.0,1.0,0.0
34,Mar 20,2,0,2,1,0,0.0,2.0,0.0
35,Mar 21,2,0,2,0,0,0.0,1.0,0.0
36,Mar 22,2,0,2,0,0,0.0,1.0,0.0
37,Mar 23,4,0,4,2,0,0.0,2.0,0.0
38,Mar 24,4,0,4,0,0,0.0,1.0,0.0
39,Mar 25,4,0,4,0,0,0.0,1.0,0.0
40,Mar 26,4,0,4,0,0,0.0,1.0,0.0
41,Mar 27,8,0,8,4,0,0.0,2.0,0.0
42,Mar 28,8,0,8,0,0,0.0,1.0,0.0
43,Mar 29,16,0,16,8,0,0.0,2.0,0.0
44,Mar 30,22,0,22,6,0,0.0,1.375,0.0
45,Mar 31,22,0,22,0,0,0.0,1.0,0.0
46,Apr 01,30,0,30,8,0,0.0,1.3636363636363635,0.0
47,Apr 02,52,0,52,22,0,0.0,1.7333333333333334,0.0
48,Apr 03,73,0,71,21,0,0.0,1.4038461538461537,0.0
49,Apr 04,111,0,106,38,0,0.0,1.5205479452054795,0.0
50,Apr 05,121,0,116,10,0,0.0,1.09009009009009,0.0
51,Apr 06,128,0,123,7,0,0.0,1.0578512396694215,0.0
52,Apr 07,144,0,139,16,0,0.0,1.125,0.0
53,Apr 08,164,0,159,20,0,0.0,1.1388888888888888,0.0
